year,month,day,hour,power
2012,1,28,5,398140.0
2012,1,28,6,416625.0
2012,1,28,7,494819.0
2012,1,28,8,583918.0
2012,1,28,9,620439.0
2012,1,28,10,758298.0
2012,1,28,11,850203.0
2012,1,28,12,875167.0
2012,1,28,13,910214.0
2012,1,28,14,932118.0
2012,1,28,15,904370.0
2012,1,28,16,927213.0
2012,1,28,17,936966.0
2012,1,28,18,942286.0
2012,1,28,19,1024323.0
2012,1,28,20,1040836.0
2012,1,28,21,964685.0
2012,1,28,22,926683.0
2012,1,28,23,871861.0
2012,1,29,00,746678.0
2012,1,29,1,569036.0
2012,1,29,2,466573.0
2012,1,29,3,447593.0
2012,1,29,4,425212.0
2012,1,29,5,384761.0
2012,1,29,6,393169.0
2012,1,29,7,466317.0
2012,1,29,8,552647.0
2012,1,29,9,585739.0
2012,1,29,10,737523.0
2012,1,29,11,841677.0
2012,1,29,12,865530.0
2012,1,29,13,889728.0
2012,1,29,14,896851.0
2012,1,29,15,874724.0
2012,1,29,16,888287.0
2012,1,29,17,903835.0
2012,1,29,18,919129.0
2012,1,29,19,982876.0
2012,1,29,20,998697.0
2012,1,29,21,948282.0
2012,1,29,22,899828.0
2012,1,29,23,812372.0
2012,1,30,00,670738.0
2012,1,30,1,533150.0
2012,1,30,2,4415.0
2012,1,30,3,425057.0
2012,1,30,4,407446.0
2012,1,30,5,411925.0
2012,1,30,6,420781.0
2012,1,30,7,493616.0
2012,1,30,8,580729.0
2012,1,30,9,627185.0
2012,1,30,10,748026.0
2012,1,30,11,831907.0
2012,1,30,12,860750.0
2012,1,30,13,891606.0
2012,1,30,14,9211.0
2012,1,30,15,896770.0
2012,1,30,16,918242.0
2012,1,30,17,934583.0
2012,1,30,18,936160.0
2012,1,30,19,17553.0
2012,1,30,20,1026169.0
2012,1,30,21,982630.0
2012,1,30,22,946060.0
2012,1,30,23,869266.0
2012,1,31,00,729496.0
2012,1,31,1,531349.0
2012,1,31,2,441764.0
2012,1,31,3,424913.0
2012,1,31,4,404415.0
2012,1,31,5,391572.0
2012,1,31,6,406920.0
2012,1,31,7,474970.0
2012,1,31,8,580305.0
2012,1,31,9,629705.0
2012,1,31,10,757145.0
2012,1,31,11,841516.0
2012,1,31,12,871362.0
2012,1,31,13,888825.0
2012,1,31,14,918716.0
2012,1,31,15,923659.0
2012,1,31,16,920540.0
2012,1,31,17,922117.0
2012,1,31,18,945892.0
2012,1,31,19,11309.0
2012,1,31,20,1025211.0
2012,1,31,21,966164.0
2012,1,31,22,924844.0
2012,1,31,23,854329.0
2012,2,1,00,697291.0
2012,2,1,1,534267.0
2012,2,1,2,444056.0
2012,2,1,3,430981.0
2012,2,1,4,411595.0
2012,2,1,5,403396.0
2012,2,1,6,427548.0
2012,2,1,7,496074.0
2012,2,1,8,597981.0
2012,2,1,9,642208.0
2012,2,1,10,762871.0
2012,2,1,11,843512.0
2012,2,1,12,875958.0
2012,2,1,13,893738.0
2012,2,1,14,932086.0
2012,2,1,15,919650.0
2012,2,1,16,923063.0
2012,2,1,17,937752.0
2012,2,1,18,948603.0
2012,2,1,19,10136.0
2012,2,1,20,1020440.0
2012,2,1,21,966399.0
2012,2,1,22,930528.0
2012,2,1,23,853111.0
